id,label,dataset_name,folder,google
575,real,ffhq,train,training
576,real,ffhq,test,test
577,real,ffhq,train,training
578,real,ffhq,test,test
579,real,ffhq,test,test
580,real,ffhq,train,training
581,real,ffhq,train,training
582,real,ffhq,train,training
583,real,ffhq,train,training
584,real,ffhq,train,training
585,real,ffhq,test,test
586,real,ffhq,train,training
587,real,ffhq,train,training
588,real,ffhq,train,validation
589,real,ffhq,train,training
590,real,ffhq,train,training
591,real,ffhq,train,training
592,real,ffhq,train,training
593,real,ffhq,train,validation
594,real,ffhq,test,test
595,real,ffhq,train,training
596,real,ffhq,test,test
597,real,ffhq,train,training
598,real,ffhq,train,training
599,real,ffhq,train,training
600,real,ffhq,train,training
601,real,ffhq,train,training
602,real,ffhq,train,training
603,real,ffhq,test,test
604,real,ffhq,train,training
605,real,ffhq,train,training
606,real,ffhq,test,test
607,real,ffhq,train,training
608,real,ffhq,train,training
609,real,ffhq,train,training
610,real,ffhq,train,training
611,real,ffhq,test,test
612,real,ffhq,train,training
613,real,ffhq,train,training
614,real,ffhq,train,validation
615,real,ffhq,train,training
616,real,ffhq,train,training
617,real,ffhq,train,training
618,real,ffhq,train,validation
619,real,ffhq,test,test
620,real,ffhq,train,training
621,real,ffhq,train,training
622,real,ffhq,train,training
623,real,ffhq,train,validation
624,real,ffhq,train,training
625,real,ffhq,train,training
626,real,ffhq,train,training
627,real,ffhq,train,training
628,real,ffhq,train,validation
629,real,ffhq,train,training
630,real,ffhq,train,training
631,real,ffhq,train,validation
632,real,ffhq,train,training
633,real,ffhq,test,test
634,real,ffhq,train,training
635,real,ffhq,train,validation
636,real,ffhq,train,training
637,real,ffhq,test,test
638,real,ffhq,train,validation
639,real,ffhq,test,test
640,real,ffhq,train,training
641,real,ffhq,train,training
642,real,ffhq,train,training
643,real,ffhq,train,validation
644,real,ffhq,train,training
645,real,ffhq,test,test
646,real,ffhq,test,test
647,real,ffhq,train,validation
648,real,ffhq,train,training
649,real,ffhq,test,test
650,real,ffhq,train,training
651,real,ffhq,train,training
652,real,ffhq,train,training
653,real,ffhq,train,training
654,real,ffhq,test,test
655,real,ffhq,train,training
656,real,ffhq,train,validation
657,real,ffhq,test,test
658,real,ffhq,train,training
659,real,ffhq,train,training
660,real,ffhq,train,training
661,real,ffhq,test,test
662,real,ffhq,train,training
663,real,ffhq,train,validation
664,real,ffhq,train,validation
665,real,ffhq,train,training
666,real,ffhq,train,training
667,real,ffhq,test,test
668,real,ffhq,train,training
669,real,ffhq,train,training
670,real,ffhq,train,training
671,real,ffhq,train,training
672,real,ffhq,train,training
673,real,ffhq,train,training
674,real,ffhq,train,training
675,real,ffhq,train,training
676,real,ffhq,train,training
677,real,ffhq,test,test
678,real,ffhq,train,training
679,real,ffhq,train,training
680,real,ffhq,train,training
681,real,ffhq,test,test
682,real,ffhq,train,training
683,real,ffhq,train,training
684,real,ffhq,train,training
685,real,ffhq,test,test
686,real,ffhq,train,training
687,real,ffhq,train,training
688,real,ffhq,train,training
689,real,ffhq,train,training
690,real,ffhq,train,training
691,real,ffhq,train,training
692,real,ffhq,train,training
693,real,ffhq,train,training
694,real,ffhq,train,training
695,real,ffhq,train,training
696,real,ffhq,train,training
697,real,ffhq,train,training
698,real,ffhq,train,validation
699,real,ffhq,test,test
700,real,ffhq,test,test
701,real,ffhq,train,training
702,real,ffhq,train,validation
703,real,ffhq,test,test
704,real,ffhq,train,training
705,real,ffhq,train,training
706,real,ffhq,train,training
707,real,ffhq,train,training
708,real,ffhq,train,training
709,real,ffhq,train,training
710,real,ffhq,train,training
711,real,ffhq,train,training
712,real,ffhq,train,validation
713,real,ffhq,train,training
714,real,ffhq,test,test
715,real,ffhq,test,test
716,real,ffhq,train,training
717,real,ffhq,train,training
718,real,ffhq,test,test
719,real,ffhq,train,training
720,real,ffhq,train,training
721,real,ffhq,train,training
722,real,ffhq,train,training
723,real,ffhq,train,training
724,real,ffhq,train,training
725,real,ffhq,train,training
726,real,ffhq,test,test
727,real,ffhq,train,training
728,real,ffhq,train,training
729,real,ffhq,train,training
730,real,ffhq,train,training
731,real,ffhq,train,training
732,real,ffhq,test,test
733,real,ffhq,train,training
734,real,ffhq,train,training
735,real,ffhq,train,training
736,real,ffhq,train,training
737,real,ffhq,test,test
738,real,ffhq,train,training
739,real,ffhq,test,test
740,real,ffhq,test,test
741,real,ffhq,train,training
742,real,ffhq,test,test
743,real,ffhq,train,training
744,real,ffhq,train,training
745,real,ffhq,test,test
746,real,ffhq,train,training
747,real,ffhq,train,training
748,real,ffhq,train,training
749,real,ffhq,train,training
750,real,celebahq,train,training
751,real,celebahq,train,validation
752,real,celebahq,train,training
753,real,celebahq,train,training
754,real,celebahq,train,training
755,real,celebahq,train,training
756,real,celebahq,train,training
757,real,celebahq,train,training
758,real,celebahq,test,test
759,real,celebahq,train,training
760,real,celebahq,train,training
761,real,celebahq,train,training
762,real,celebahq,test,test
763,real,celebahq,train,training
764,real,celebahq,test,test
765,real,celebahq,train,training
766,real,celebahq,test,test
767,real,celebahq,test,test
768,real,celebahq,train,validation
769,real,celebahq,train,training
770,real,celebahq,train,training
771,real,celebahq,train,training
772,real,celebahq,test,test
773,real,celebahq,train,training
774,real,celebahq,train,training
775,real,celebahq,train,training
776,real,celebahq,train,validation
777,real,celebahq,train,validation
778,real,celebahq,train,training
779,real,celebahq,train,training
780,real,celebahq,train,training
781,real,celebahq,train,training
782,real,celebahq,train,training
783,real,celebahq,train,training
784,real,celebahq,train,training
785,real,celebahq,train,training
786,real,celebahq,test,test
787,real,celebahq,train,training
788,real,celebahq,test,test
789,real,celebahq,train,training
790,real,celebahq,train,training
791,real,celebahq,train,training
792,real,celebahq,train,validation
793,real,celebahq,train,training
794,real,celebahq,train,training
795,real,celebahq,test,test
796,real,celebahq,train,training
797,real,celebahq,train,training
798,real,celebahq,test,test
799,real,celebahq,test,test
800,real,celebahq,train,training
801,real,celebahq,train,training
802,real,celebahq,train,training
803,real,celebahq,train,training
804,real,celebahq,train,training
805,real,celebahq,train,training
806,real,celebahq,train,training
807,real,celebahq,train,training
808,real,celebahq,train,training
809,real,celebahq,train,training
810,real,celebahq,train,training
811,real,celebahq,test,test
812,real,celebahq,test,test
813,real,celebahq,train,training
814,real,celebahq,train,training
815,real,celebahq,test,test
816,real,celebahq,test,test
817,real,celebahq,test,test
818,real,celebahq,test,test
819,real,celebahq,train,validation
820,real,celebahq,train,training
821,real,celebahq,train,training
822,real,celebahq,test,test
823,real,celebahq,train,training
824,real,celebahq,test,test
825,real,celebahq,train,training
826,real,celebahq,train,training
827,real,celebahq,test,test
828,real,celebahq,train,validation
829,real,celebahq,train,training
830,real,celebahq,train,training
831,real,celebahq,train,training
832,real,celebahq,train,training
833,real,celebahq,train,training
834,real,celebahq,train,training
835,real,celebahq,train,training
836,real,celebahq,train,training
837,real,celebahq,train,training
838,real,celebahq,train,training
839,real,celebahq,train,training
840,real,celebahq,test,test
841,real,celebahq,train,training
842,real,celebahq,test,test
843,real,celebahq,train,validation
844,real,celebahq,train,training
845,real,celebahq,train,training
846,real,celebahq,train,training
847,real,celebahq,train,training
848,real,celebahq,train,training
849,real,celebahq,train,training
850,real,celebahq,train,training
851,real,celebahq,train,training
852,real,celebahq,train,validation
853,real,celebahq,test,test
854,real,celebahq,test,test
855,real,celebahq,train,training
856,real,celebahq,train,training
857,real,celebahq,train,training
858,real,celebahq,test,test
859,real,celebahq,train,training
860,real,celebahq,train,training
861,real,celebahq,test,test
862,real,celebahq,train,training
863,real,celebahq,train,validation
864,real,celebahq,train,training
865,real,celebahq,train,training
866,real,celebahq,train,training
867,real,celebahq,train,validation
868,real,celebahq,train,training
869,real,celebahq,train,training
870,real,celebahq,test,test
871,real,celebahq,train,training
872,real,celebahq,train,training
873,real,celebahq,test,test
874,real,celebahq,train,training
875,real,celebahq,train,training
876,real,celebahq,train,training
877,real,celebahq,train,validation
878,real,celebahq,train,training
879,real,celebahq,test,test
880,real,celebahq,train,training
881,real,celebahq,train,validation
882,real,celebahq,train,training
883,real,celebahq,train,training
884,real,celebahq,test,test
885,real,celebahq,train,validation
886,real,celebahq,train,validation
887,real,celebahq,train,training
888,real,celebahq,train,training
889,real,celebahq,train,training
890,real,celebahq,train,training
891,real,celebahq,train,training
892,real,celebahq,train,training
893,real,celebahq,train,training
894,real,celebahq,test,test
895,real,celebahq,test,test
896,real,celebahq,train,training
897,real,celebahq,train,training
898,real,celebahq,test,test
899,real,celebahq,train,training
900,real,celebahq,train,training
901,real,celebahq,train,training
902,real,celebahq,train,training
903,real,celebahq,train,training
904,real,celebahq,train,validation
905,real,celebahq,train,training
906,real,celebahq,test,test
907,real,celebahq,train,training
908,real,celebahq,train,training
909,real,celebahq,test,test
910,real,celebahq,train,training
911,real,celebahq,train,training
912,real,celebahq,train,training
913,real,celebahq,train,training
914,real,celebahq,train,training
915,real,celebahq,test,test
916,real,celebahq,train,validation
917,real,celebahq,train,training
918,real,celebahq,test,test
919,real,celebahq,train,training
920,real,celebahq,train,training
921,real,celebahq,train,training
922,real,celebahq,test,test
923,real,celebahq,train,training
924,real,celebahq,test,test
925,real,celebahq,train,training
926,real,celebahq,train,training
927,real,celebahq,train,training
928,real,celebahq,train,training
929,real,celebahq,train,training
930,real,celebahq,train,training
931,real,celebahq,test,test
932,real,celebahq,test,test
933,real,celebahq,train,training
934,real,celebahq,train,training
935,real,celebahq,train,training
936,real,celebahq,test,test
937,real,celebahq,train,training
938,real,celebahq,train,training
939,real,celebahq,train,training
940,real,celebahq,train,training
941,real,celebahq,train,training
942,real,celebahq,train,training
943,real,celebahq,train,training
944,real,celebahq,train,training
945,real,celebahq,train,training
946,real,celebahq,train,training
947,real,celebahq,train,training
948,real,celebahq,train,training
949,real,celebahq,train,training
950,real,celebahq,train,training
951,real,celebahq,test,test
952,real,celebahq,train,training
953,real,celebahq,train,validation
954,real,celebahq,test,test
955,real,celebahq,train,validation
956,real,celebahq,train,training
957,real,celebahq,train,training
958,real,celebahq,train,training
959,real,celebahq,train,training
960,real,celebahq,train,validation
961,real,celebahq,test,test
962,real,celebahq,train,training
963,real,celebahq,train,training
964,real,celebahq,train,training
965,real,celebahq,test,test
966,real,celebahq,test,test
967,real,celebahq,train,training
968,real,celebahq,train,training
969,real,celebahq,train,training
970,real,celebahq,train,training
971,real,celebahq,train,training
972,real,celebahq,train,training
973,real,celebahq,train,training
974,real,celebahq,train,training
975,real,celebahq,train,training
976,real,celebahq,train,training
977,real,celebahq,train,training
978,real,celebahq,train,training
979,real,celebahq,test,test
980,real,celebahq,train,training
981,real,celebahq,train,training
982,real,celebahq,test,test
983,real,celebahq,train,training
984,real,celebahq,train,training
985,real,celebahq,train,training
986,real,celebahq,train,validation
987,real,celebahq,train,training
988,real,celebahq,train,validation
989,real,celebahq,train,training
990,real,celebahq,train,validation
991,real,celebahq,test,test
992,real,celebahq,train,training
993,real,celebahq,train,training
994,real,celebahq,train,training
995,real,celebahq,test,test
996,real,celebahq,train,training
997,real,celebahq,train,training
998,real,celebahq,train,training
999,real,celebahq,train,training
1000,real,celebahq,train,training
1001,real,celebahq,test,test
1002,real,celebahq,train,training
1003,real,celebahq,train,validation
1004,real,celebahq,train,training
1005,real,celebahq,train,training
1006,real,celebahq,train,training
1007,real,celebahq,test,test
1008,real,celebahq,train,validation
1009,real,celebahq,train,training
1010,real,celebahq,train,training
1011,real,celebahq,train,training
1012,real,celebahq,train,training
1013,real,celebahq,train,training
1014,real,celebahq,train,training
1015,real,celebahq,test,test
1016,real,celebahq,train,training
1017,real,celebahq,train,training
1018,real,celebahq,test,test
1019,real,celebahq,train,validation
1020,real,celebahq,train,training
1021,real,celebahq,train,validation
1022,real,celebahq,train,training
1023,real,celebahq,test,test
1024,real,celebahq,train,training
1025,real,celebahq,train,training
1026,real,celebahq,train,training
1027,real,celebahq,test,test
1028,real,celebahq,train,training
1029,real,celebahq,test,test
1030,real,celebahq,test,test
1031,real,celebahq,train,training
1032,real,celebahq,train,training
1033,real,celebahq,test,test
1034,real,celebahq,train,training
1035,real,celebahq,train,training
1036,real,celebahq,train,training
1037,real,celebahq,train,training
1038,real,celebahq,train,training
1039,real,celebahq,test,test
1040,real,celebahq,train,training
1041,real,celebahq,train,training
1042,real,celebahq,train,training
1043,real,celebahq,train,training
1044,real,celebahq,train,training
1045,real,celebahq,train,training
1046,real,celebahq,train,training
1047,real,celebahq,train,training
1048,real,celebahq,train,training
1049,real,celebahq,train,training
1050,real,celebahq,train,training
1051,real,celebahq,train,training
1052,real,celebahq,train,validation
1053,real,celebahq,test,test
1054,real,celebahq,train,training
1055,real,celebahq,train,validation
1056,real,celebahq,train,training
1057,real,celebahq,train,training
1058,real,celebahq,train,training
1059,real,celebahq,test,test
1060,real,celebahq,train,training
